species,sort,part,accessory_part,parts_fewer,parts_fewer_yet,parts_to_match
BAER,11,bud_big,prepollination_abort,bud,bud,bud
BAER,12,bud_just_opening,prepollination_abort,bud,bud,bud
BAER,10,bud_mid,prepollination_abort,bud,bud,bud
BAER,9,bud_small,prepollination_abort,bud,bud,bud
BAER,8,bud_tiny,prepollination_abort,bud,bud,bud
BAER,19,flower_style,prepollination_success,style,bud,bud
BAER,57,cone_aborted,prepollination_abort,cone_aborted,cone,cone
BAER,62,cone_base_brown,packaging_dispersal,cone_base_brown,cone,cone
BAER,58,cone_base_green_01,packaging_dispersal,cone_base_green,cone,cone
BAER,59,cone_base_green_02,packaging_dispersal,cone_base_green,cone,cone
BAER,60,cone_base_green_03,packaging_dispersal,cone_base_green,cone,cone
BAER,61,cone_base_green_04,packaging_dispersal,cone_base_green,cone,cone
BAER,56,cone_brown,packaging_dispersal,cone_brown,cone,cone
BAER,55,cone_brown_no_expanded_follicles,packaging_dispersal,cone_green,cone,cone
BAER,51,cone_green_01,packaging_dispersal,cone_green,cone,cone
BAER,52,cone_green_02,packaging_dispersal,cone_green,cone,cone
BAER,53,cone_green_03,packaging_dispersal,cone_green,cone,cone
BAER,54,cone_green_04,packaging_dispersal,cone_green,cone,cone
BAER,47,cone_young_01,packaging_dispersal,cone_green,cone,cone
BAER,48,cone_young_02,packaging_dispersal,cone_green,cone,cone
BAER,49,cone_young_03,packaging_dispersal,cone_green,cone,cone
BAER,50,cone_young_04,packaging_dispersal,cone_green,cone,cone
BAER,21,finished_flower_stigma,prepollination_success,stigma,fruit_seed_immature,fruit_seed_immature
BAER,15,flower_stigma,prepollination_success,stigma,fruit_seed_immature,fruit_seed_immature
BAER,27,fruit_just_starting,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
BAER,28,fruit_young,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
BAER,43,seed_aborted,postpollination_abort,seed_aborted,fruit_seed_immature,fruit_seed_immature
BAER,100,nectar,prepollination_success,nectar,nectar,nectar
BAER,13,flower_petals,prepollination_success,petals,petals,petals
BAER,44,seed,propagule,seed,seed,seed
BAER,41,seed_pod,packaging_dispersal,seed_pod,seed_pod,seed_pod
BOLE,11,bud_big,prepollination_abort,bud,bud,bud
BOLE,10,bud_mid,prepollination_abort,bud,bud,bud
BOLE,9,bud_small,prepollination_abort,bud,bud,bud
BOLE,8,bud_tiny,prepollination_abort,bud,bud,bud
BOLE,40,pedicel,packaging_dispersal,pedicel,bud,bud
BOLE,20,finished_flower,prepollination_success,finished_flower,fruit_seed_immature,fruit_seed_immature
BOLE,21,finished_flower_stigma,prepollination_success,stigma,fruit_seed_immature,fruit_seed_immature
BOLE,16,flower_calyx,prepollination_success,finished_flower,fruit_seed_immature,fruit_seed_immature
BOLE,27,fruit_just_starting,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
BOLE,29,fruit_large_immature_01,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
BOLE,28,fruit_young,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
BOLE,22,late_finished_flower,prepollination_success,finished_flower,fruit_seed_immature,fruit_seed_immature
BOLE,43,seed_aborted,postpollination_abort,seed_aborted,fruit_seed_immature,fruit_seed_immature
BOLE,13,flower_petals,prepollination_success,petals,petals,petals
BOLE,22.5,late_flower_petals,packaging_dispersal,petals,petals,petals
BOLE,44,seed,propagule,seed,seed,seed
BOLE,41,seed_pod,packaging_dispersal,seed_pod,seed_pod,seed_pod
COER,20,finished_flower,prepollination_success,finished_flower,finished_flower,finished_flower
COER,15,flower_stigma,prepollination_success,stigma,finished_flower,finished_flower
COER,27,fruit_just_starting,postpollination_abort,finished_flower,finished_flower,finished_flower
COER,37,fruit_mature,propagule,fruit_mature,fruit_mature,fruit_mature
COER,29,fruit_large_immature_01,postpollination_abort,fruit_immature,finished_flower,finished_flower
COER,28,fruit_young,postpollination_abort,fruit_immature,finished_flower,finished_flower
COER,39,bract_fruit,packaging_dispersal,bract,green_parts,green_parts
COER,1,inflorescence_stalk,prepollination_success,inflorescence_stalk,green_parts,green_parts
COER,24,inflorescence_stalk_in_fruit,packaging_dispersal,inflorescence_stalk,green_parts,green_parts
COER,25,inflorescence_stalk_in_fruit_large,packaging_dispersal,inflorescence_stalk,green_parts,green_parts
COER,26,inflorescence_stalk_in_fruit_very_large,packaging_dispersal,inflorescence_stalk,green_parts,green_parts
COER,11,bud_big,prepollination_abort,bud,petals,petals
COER,13,flower_petals,prepollination_success,petals,petals,petals
COER,4,inflorescence_bud_mid,prepollination_abort,bud,petals,petals
COER,2,inflorescence_bud_tiny,prepollination_abort,bud,petals,petals
EPMI,11,bud_big,prepollination_abort,bud,bud,bud
EPMI,10,bud_mid,prepollination_abort,bud,bud,bud
EPMI,8,bud_tiny,prepollination_abort,bud,bud,bud
EPMI,20,finished_flower,prepollination_success,finished_flower,finished_flower,finished_flower
EPMI,29,fruit_large_immature_01,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
EPMI,28,fruit_young,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
EPMI,13,flower_petals,prepollination_success,petals,petals,petals
EPMI,37,seed,propagule,seed,seed,fruit_mature
EPMI,37,seed_pod,packaging_dispersal,seed_pod,seed_pod,fruit_mature
GRBU,11,bud_big,prepollination_abort,bud,bud,bud
GRBU,10,bud_mid,prepollination_abort,bud,bud,bud
GRBU,9,bud_small,prepollination_abort,bud,bud,bud
GRBU,8,bud_tiny,prepollination_abort,bud,bud,bud
GRBU,3,inflorescence_bud_small,prepollination_abort,bud,bud,bud
GRBU,21,finished_flower_stigma,prepollination_success,stigma,finished_flower,finished_flower
GRBU,15,flower_stigma,prepollination_success,stigma,finished_flower,finished_flower
GRBU,27,fruit_just_starting,postpollination_abort,fruit_immature,finished_flower,finished_flower
GRBU,29,fruit_large_immature_01,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
GRBU,30,fruit_large_immature_02,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
GRBU,31,fruit_large_immature_03,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
GRBU,32,fruit_large_immature_04,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
GRBU,33,fruit_large_immature_05,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
GRBU,34,fruit_large_immature_06,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
GRBU,28,fruit_young,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
GRBU,43,seed_aborted,postpollination_abort,seed_aborted,fruit_seed_immature,fruit_seed_immature
GRBU,1,inflorescence_stalk,prepollination_success,inflorescence_stalk,green_parts,green_parts
GRBU,40,pedicel,packaging_dispersal,pedicel,green_parts,green_parts
GRBU,100,nectar,prepollination_success,nectar,nectar,nectar
GRBU,13,flower_petals,prepollination_success,petals,petals,petals
GRBU,44,seed,propagule,seed,seed,seed
GRBU,41,seed_pod,packaging_dispersal,seed_pod,seed_pod,seed_pod
GRSP,11,bud_big,prepollination_abort,bud,bud,bud
GRSP,12,bud_just_opening,prepollination_abort,bud,bud,bud
GRSP,10,bud_mid,prepollination_abort,bud,bud,bud
GRSP,9,bud_small,prepollination_abort,bud,bud,bud
GRSP,8,bud_tiny,prepollination_abort,bud,bud,bud
GRSP,3,inflorescence_bud_small,prepollination_abort,bud,bud,bud
GRSP,21,finished_flower_stigma,prepollination_success,stigma,fruit_seed_immature,fruit_seed_immature
GRSP,15,flower_stigma,prepollination_success,stigma,fruit_seed_immature,fruit_seed_immature
GRSP,27,fruit_just_starting,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
GRSP,29,fruit_large_immature_01,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
GRSP,30,fruit_large_immature_02,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
GRSP,31,fruit_large_immature_03,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
GRSP,32,fruit_large_immature_04,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
GRSP,33,fruit_large_immature_05,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
GRSP,34,fruit_large_immature_06,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
GRSP,28,fruit_young,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
GRSP,43,seed_aborted,postpollination_abort,seed_aborted,fruit_seed_immature,fruit_seed_immature
GRSP,1,inflorescence_stalk,prepollination_success,inflorescence_stalk,green_parts,green_parts
GRSP,24,inflorescence_stalk_in_fruit,packaging_dispersal,inflorescence_stalk,green_parts,green_parts
GRSP,40,pedicel,packaging_dispersal,pedicel,green_parts,green_parts
GRSP,100,nectar,prepollination_success,nectar,nectar,nectar
GRSP,13,flower_petals,prepollination_success,petals,petals,petals
GRSP,44,seed,propagule,seed,seed,seed
GRSP,41,seed_pod,packaging_dispersal,seed_pod,seed_pod,seed_pod
HATE,5,inflorescence_bud_big_bracts,prepollination_success,bract,bract,bract
HATE,4,inflorescence_bud_mid,prepollination_abort,bud,bud,bud
HATE,3,inflorescence_bud_small,prepollination_abort,bud,bud,bud
HATE,2,inflorescence_bud_tiny,prepollination_abort,bud,bud,bud
HATE,21,finished_flower_stigma,prepollination_success,stigma,fruit_seed_immature,fruit_seed_immature
HATE,15,flower_stigma,prepollination_success,stigma,flower_stigma,flower_stigma
HATE,35,fruit_aborted,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
HATE,27,fruit_just_starting,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
HATE,29,fruit_large_immature_01,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
HATE,28,fruit_young,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
HATE,43,seed_aborted,postpollination_abort,seed_aborted,fruit_seed_immature,fruit_seed_immature
HATE,42,seed_immature,propagule,seed_immature,fruit_seed_immature,fruit_seed_immature
HATE,100,nectar,prepollination_success,nectar,nectar,nectar
HATE,13,flower_petals,prepollination_success,petals,petals,petals
HATE,6,inflorescence_bud_big_flowers,prepollination_abort,bud,petals,petals
HATE,44,seed,propagule,seed,seed,seed
HATE,41,seed_pod,packaging_dispersal,seed_pod,seed_pod,seed_pod
HEPU,11,bud_big,prepollination_abort,bud,bud,bud
HEPU,9,bud_small,prepollination_abort,bud,bud,bud
HEPU,38,calyx_fruit,packaging_dispersal,calyx,calyx,calyx
HEPU,20,finished_flower,prepollination_success,finished_flower,calyx,calyx
HEPU,20.1,finished_flower_aborting,prepollination_success,finished_flower,calyx,calyx
HEPU,16,flower_calyx,prepollination_success,calyx,calyx,calyx
HEPU,16.1,flower_calyx_aborting,prepollination_success,calyx,calyx,calyx
HEPU,37,fruit_mature,propagule,fruit_mature,fruit_mature,fruit_mature
HEPU,35,fruit_aborted,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
HEPU,29,fruit_large_immature_01,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
HEPU,34.5,fruit_large_immature_aborting,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
HEPU,28,fruit_young,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
HEPU,28.5,fruit_young_aborting,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
HEPU,13,flower_petals,prepollination_success,petals,petals,petals
LEES,7,bud_aborted,prepollination_abort,bud,bud,bud
LEES,11,bud_big,prepollination_abort,bud,bud,bud
LEES,10,bud_mid,prepollination_abort,bud,bud,bud
LEES,8,bud_tiny,prepollination_abort,bud,bud,bud
LEES,38,calyx_fruit,prepollination_success,calyx,calyx,calyx
LEES,20,finished_flower,prepollination_success,finished_flower,calyx,calyx
LEES,16,flower_calyx,prepollination_success,calyx,calyx,calyx
LEES,27,fruit_just_starting,postpollination_abort,calyx,calyx,calyx
LEES,37,fruit_mature,propagule,fruit_mature,fruit_mature,fruit_mature
LEES,35,fruit_aborted,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
LEES,29,fruit_large_immature_01,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
LEES,28,fruit_young,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
LEES,13,flower_petals,prepollination_success,petals,petals,petals
PELA,11,bud_big,prepollination_abort,bud,bud,bud
PELA,10,bud_mid,prepollination_abort,bud,bud,bud
PELA,9,bud_small,prepollination_abort,bud,bud,bud
PELA,40,pedicel,packaging_dispersal,pedicel,bud,bud
PELA,21,finished_flower_stigma,prepollination_success,stigma,fruit_seed_immature,fruit_seed_immature
PELA,15,flower_stigma,prepollination_success,stigma,fruit_seed_immature,fruit_seed_immature
PELA,27,fruit_just_starting,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
PELA,29,fruit_large_immature_01,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
PELA,30,fruit_large_immature_02,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
PELA,31,fruit_large_immature_03,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
PELA,32,fruit_large_immature_04,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
PELA,33,fruit_large_immature_05,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
PELA,34,fruit_large_immature_06,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
PELA,28,fruit_young,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
PELA,13,flower_petals,prepollination_success,petals,petals,petals
PELA,44,seed,propagule,seed,seed,seed
PELA,41,seed_pod,packaging_dispersal,seed_pod,seed_pod,seed_pod
PEPU,57,cone_aborted,prepollination_abort,cone_aborted,cone,cone
PEPU,56,cone_brown,packaging_dispersal,cone_brown,cone,cone
PEPU,51,cone_green_01,packaging_dispersal,cone_green,cone,cone
PEPU,52,cone_green_02,packaging_dispersal,cone_green,cone,cone
PEPU,53,cone_green_03,packaging_dispersal,cone_green,cone,cone
PEPU,54,cone_green_04,packaging_dispersal,cone_green,cone,cone
PEPU,45,cone_just_starting_01,packaging_dispersal,cone_green,cone,cone
PEPU,46,cone_just_starting_02,packaging_dispersal,cone_green,cone,cone
PEPU,47,cone_young_01,packaging_dispersal,cone_green,cone,cone
PEPU,48,cone_young_02,packaging_dispersal,cone_green,cone,cone
PEPU,49,cone_young_03,packaging_dispersal,cone_green,cone,cone
PEPU,50,cone_young_04,packaging_dispersal,cone_green,cone,cone
PEPU,37,fruit_mature,propagule,fruit_mature,fruit_mature,fruit_mature
PEPU,15,flower_stigma,prepollination_success,stigma,fruit_seed_immature,fruit_seed_immature
PEPU,35,fruit_aborted,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
PEPU,36,fruit_empty,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
PEPU,27,fruit_just_starting,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
PEPU,29,fruit_large_immature_01,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
PEPU,28,fruit_young,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
PEPU,7,bud_aborted,prepollination_abort,bud,petals,petals
PEPU,11,bud_big,prepollination_abort,bud,petals,petals
PEPU,8,bud_tiny,prepollination_abort,bud,petals,petals
PEPU,13,flower_petals,prepollination_success,petals,petals,petals
PHPH,23,bract_flower_or_finished_flower,prepollination_success,bract,bract,bract
PHPH,16,flower_calyx,prepollination_success,calyx,calyx,calyx
PHPH,20,finished_flower,prepollination_success,finished_flower,fruit_seed_immature,fruit_seed_immature
PHPH,21,finished_flower_stigma,prepollination_success,stigma,fruit_seed_immature,fruit_seed_immature
PHPH,15,flower_stigma,prepollination_success,stigma,fruit_seed_immature,fruit_seed_immature
PHPH,35,fruit_aborted,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
PHPH,27,fruit_just_starting,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
PHPH,29,fruit_large_immature_01,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
PHPH,28,fruit_young,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
PHPH,22,late_finished_flower,prepollination_success,finished_flower,fruit_seed_immature,fruit_seed_immature
PHPH,43,seed_aborted,postpollination_abort,seed_aborted,fruit_seed_immature,fruit_seed_immature
PHPH,10,bud_mid,prepollination_abort,bud,petals,petals
PHPH,9,bud_small,prepollination_abort,bud,petals,petals
PHPH,17,flower_aborted,prepollination_abort,bud,petals,petals
PHPH,18,flower_aborted_without_petals,prepollination_abort,bud,petals,petals
PHPH,13,flower_petals,prepollination_success,petals,petals,petals
PHPH,14,flower_petals_small,prepollination_success,petals,petals,petals
PHPH,44,seed,propagule,seed,seed,seed
PHPH,41,seed_pod,packaging_dispersal,seed_pod,seed_pod,seed_pod
PILI,15,flower_stigma,prepollination_success,stigma,fruit_seed_immature,fruit_seed_immature
PILI,35,fruit_aborted,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
PILI,29,fruit_large_immature_01,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
PILI,28,fruit_young,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature
PILI,23,bract_flower_or_finished_flower,prepollination_success,bract,green_parts,green_parts
PILI,16,flower_calyx,prepollination_success,calyx,green_parts,green_parts
PILI,1,inflorescence_stalk,packaging_dispersal,inflorescence_stalk,green_parts,green_parts
PILI,11,bud_big,prepollination_abort,bud,petals,petals
PILI,13,flower_petals,prepollination_success,petals,petals,petals
PILI,4,inflorescence_bud_mid,prepollination_abort,bud,petals,petals
PILI,44,seed,propagule,seed,seed,seed
PILI,41,seed_pod,packaging_dispersal,seed_pod,seed_pod,fruit_seed_immature
PUTU,23,bract_flower_or_finished_flower,prepollination_success,bract,bract,bract
PUTU,39,bract_fruit,prepollination_success,bract,bract,bract
PUTU,16,flower_calyx,prepollination_success,calyx,calyx,calyx
PUTU,35,fruit_aborted,postpollination_abort,fruit_immature,fruit_seed_immature,seed_pod
PUTU,29,fruit_large_immature_01,postpollination_abort,fruit_immature,fruit_seed_immature,seed_pod
PUTU,43,seed_aborted,postpollination_abort,seed_aborted,fruit_seed_immature,seed_pod
PUTU,11,bud_big,prepollination_abort,bud,petals,petals
PUTU,21,finished_flower_stigma,prepollination_success,stigma,petals,petals
PUTU,17,flower_aborted,prepollination_abort,bud,petals,petals
PUTU,13,flower_petals,prepollination_success,petals,petals,petals
PUTU,15,flower_stigma,prepollination_success,stigma,petals,petals
PUTU,44,seed,propagule,seed,seed,seed
PUTU,41,seed_pod,packaging_dispersal,seed_pod,seed_pod,seed_pod
