species,sort,part,accessory_part,parts_fewer,parts_fewer_yet,parts_to_match,required_for_success,proportion_nut_mix,mg_dry_mass,number_of_seeds_linked_to_dry_mass
BAER,11,bud_big,prepollination_abort,bud,bud,bud,,1,7.045289256,
BAER,12,bud_just_opening,prepollination_abort,bud,bud,bud,,1,9.542572614,
BAER,10,bud_mid,prepollination_abort,bud,bud,bud,,1,6.029885057,
BAER,9,bud_small,prepollination_abort,bud,bud,bud,,1,3.697794118,
BAER,8,bud_tiny,prepollination_abort,bud,bud,bud,,1,2.868055556,
BAER,19,flower_style,prepollination_success,style,bud,bud,required,1,4.508730159,
BAER,57,cone_aborted,prepollination_abort,cone_aborted,cone,cone,,1,264.1333333,
BAER,62,cone_base_brown,prepollination_success,cone_base_brown,cone,cone,required,0.125,360.7646154,100
BAER,62,cone_base_brown,packaging_dispersal,cone_base_brown,cone,cone,required,0.875,360.7646154,11.8
BAER,58,cone_base_green_01,prepollination_abort,cone_base_green,cone,cone,,1,NA,1000
BAER,59,cone_base_green_02,prepollination_abort,cone_base_green,cone,cone,,1,NA,1000
BAER,60,cone_base_green_03,prepollination_abort,cone_base_green,cone,cone,,1,NA,1000
BAER,61,cone_base_green_04,prepollination_abort,cone_base_green,cone,cone,,1,NA,1000
BAER,56,cone_brown,prepollination_success,cone_brown,cone,cone,required,0.125,53443.57143,100
BAER,56,cone_brown,packaging_dispersal,cone_brown,cone,cone,required,0.875,53443.57143,11.8
BAER,55,cone_brown_no_expanded_follicles,postpollination_abort,cone_green,cone,cone,,1,5800.792308,100
BAER,51,cone_green_01,prepollination_abort,cone_green,cone,cone,,1,NA,1000
BAER,52,cone_green_02,prepollination_abort,cone_green,cone,cone,,1,NA,1000
BAER,53,cone_green_03,prepollination_abort,cone_green,cone,cone,,1,NA,1000
BAER,54,cone_green_04,prepollination_abort,cone_green,cone,cone,,1,NA,1000
BAER,47,cone_young_01,postpollination_abort,cone_green,cone,cone,,1,NA,100
BAER,48,cone_young_02,postpollination_abort,cone_green,cone,cone,,1,NA,100
BAER,49,cone_young_03,postpollination_abort,cone_green,cone,cone,,1,NA,100
BAER,50,cone_young_04,postpollination_abort,cone_green,cone,cone,,1,NA,100
BAER,21,finished_flower_stigma,prepollination_success,stigma,fruit_seed_immature,fruit_seed_immature,,1,9.67,
BAER,15,flower_stigma,prepollination_success,stigma,fruit_seed_immature,fruit_seed_immature,,1,1.526666667,
BAER,27,fruit_just_starting,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,200.71,
BAER,28,fruit_young,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,560.9818182,
BAER,43,seed_aborted,postpollination_abort,seed_aborted,fruit_seed_immature,fruit_seed_immature,,1,46.475,
BAER,100,nectar,prepollination_success,nectar,nectar,nectar,,1,NA,
BAER,13,flower_petals,prepollination_success,petals,petals,petals,required,1,6.852,
BAER,44,seed,propagule,seed,seed,seed,required,1,19.11761318,
BAER,41,seed_pod,packaging_dispersal,seed_pod,seed_pod,seed_pod,required,1,60.65595996,
BOLE,11,bud_big,prepollination_abort,bud,bud,bud,,1,8.704804178,
BOLE,10,bud_mid,prepollination_abort,bud,bud,bud,,1,6.011876607,
BOLE,9,bud_small,prepollination_abort,bud,bud,bud,,1,3.214617564,
BOLE,8,bud_tiny,prepollination_abort,bud,bud,bud,,1,1.518018018,
BOLE,40,pedicel,packaging_dispersal,pedicel,bud,bud,required,1,1.57877346,
BOLE,20,finished_flower,prepollination_success,finished_flower,fruit_seed_immature,fruit_seed_immature,,1,4.9325,
BOLE,21,finished_flower_stigma,prepollination_success,stigma,fruit_seed_immature,fruit_seed_immature,,1,0.352435897,
BOLE,16,flower_calyx,prepollination_success,finished_flower,fruit_seed_immature,fruit_seed_immature,,1,5.98393117,
BOLE,27,fruit_just_starting,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,1.240625,
BOLE,29,fruit_large_immature_01,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,NA,
BOLE,28,fruit_young,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,2.756603774,
BOLE,22,late_finished_flower,prepollination_success,finished_flower,fruit_seed_immature,fruit_seed_immature,required,1,6.925,
BOLE,43,seed_aborted,postpollination_abort,seed_aborted,fruit_seed_immature,fruit_seed_immature,,1,NA,
BOLE,13,flower_petals,prepollination_success,petals,petals,petals,,1,4.993009223,
BOLE,22.5,late_flower_petals,prepollination_success,petals,petals,petals,required,0.605213239,8.25,
BOLE,22.5,late_flower_petals,packaging_dispersal,petals,petals,petals,required,0.394786761,8.25,
BOLE,44,seed,propagule,seed,seed,seed,required,1,5.747916667,
BOLE,41,seed_pod,packaging_dispersal,seed_pod,seed_pod,seed_pod,required,1,6.185714286,
COER,20,finished_flower,prepollination_success,finished_flower,finished_flower,finished_flower,required,1,0.832,
COER,15,flower_stigma,prepollination_success,stigma,finished_flower,finished_flower,,1,0.353,
COER,27,fruit_just_starting,postpollination_abort,finished_flower,finished_flower,finished_flower,,1,1.17625,
COER,37,fruit_mature,propagule,fruit_mature,fruit_mature,fruit_mature,required,1,2.058284553,
COER,29,fruit_large_immature_01,postpollination_abort,fruit_immature,finished_flower,finished_flower,,1,NA,
COER,28,fruit_young,postpollination_abort,fruit_immature,finished_flower,finished_flower,,1,0.911111111,
COER,39,bract_fruit,packaging_dispersal,bract,green_parts,green_parts,required,1,0.83215859,
COER,1,inflorescence_stalk,prepollination_success,inflorescence_stalk,green_parts,green_parts,,1,11.08461538,10
COER,24,inflorescence_stalk_in_fruit,prepollination_success,inflorescence_stalk,green_parts,green_parts,required,0.502583683,22.05526316,10
COER,24,inflorescence_stalk_in_fruit,packaging_dispersal,inflorescence_stalk,green_parts,green_parts,required,0.497416317,22.05526316,10
COER,25,inflorescence_stalk_in_fruit_large,packaging_dispersal,inflorescence_stalk,green_parts,green_parts,,1,39.88571429,10
COER,26,inflorescence_stalk_in_fruit_very_large,packaging_dispersal,inflorescence_stalk,green_parts,green_parts,,1,50.36363636,10
COER,11,bud_big,prepollination_abort,bud,petals,petals,,1,0.772093023,
COER,13,flower_petals,prepollination_success,petals,petals,petals,required,1,0.811594203,
COER,4,inflorescence_bud_mid,prepollination_abort,bud,petals,petals,,1,9.488888889,
COER,2,inflorescence_bud_tiny,prepollination_abort,bud,petals,petals,,1,3.132866667,
EPMI,11,bud_big,prepollination_abort,bud,bud,bud,,1,1.169327731,
EPMI,10,bud_mid,prepollination_abort,bud,bud,bud,,1,0.624236108,
EPMI,8,bud_tiny,prepollination_abort,bud,bud,bud,,1,0.19908641,
EPMI,20,finished_flower,prepollination_success,finished_flower,finished_flower,finished_flower,,1,0.876,
EPMI,16,flower_calyx,prepollination_success,finished_flower,fruit_seed_immature,fruit_seed_immature,,1,0.737142857,
EPMI,29,fruit_large_immature_01,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,NA,
EPMI,28,fruit_young,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,1.044285714,
EPMI,13,flower_petals,prepollination_success,petals,petals,petals,required,1,0.629251701,
EPMI,37,seed,propagule,seed,seed,fruit_mature,required,1,0.02050155,
EPMI,37,seed_pod,prepollination_success,seed_pod,seed_pod,fruit_mature,required,0.768290432,1.140193816,
EPMI,37,seed_pod,packaging_dispersal,seed_pod,seed_pod,fruit_mature,required,0.231709568,1.140193816,
GRBU,11,bud_big,prepollination_abort,bud,bud,bud,,1,8.922631579,
GRBU,10,bud_mid,prepollination_abort,bud,bud,bud,,1,5.428333333,
GRBU,9,bud_small,prepollination_abort,bud,bud,bud,,1,3.225333333,
GRBU,8,bud_tiny,prepollination_abort,bud,bud,bud,,1,2.029064039,
GRBU,3,inflorescence_bud_small,prepollination_abort,bud,bud,bud,,1,9.183666667,10
GRBU,21,finished_flower_stigma,prepollination_success,stigma,finished_flower,finished_flower,,1,12.48372093,
GRBU,15,flower_stigma,prepollination_success,stigma,finished_flower,finished_flower,,1,10.79217391,
GRBU,27,fruit_just_starting,postpollination_abort,fruit_immature,finished_flower,finished_flower,,1,13.4425,
GRBU,29,fruit_large_immature_01,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,NA,
GRBU,30,fruit_large_immature_02,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,NA,
GRBU,31,fruit_large_immature_03,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,NA,
GRBU,32,fruit_large_immature_04,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,NA,
GRBU,33,fruit_large_immature_05,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,NA,
GRBU,34,fruit_large_immature_06,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,NA,
GRBU,28,fruit_young,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,22.55263158,
GRBU,43,seed_aborted,postpollination_abort,seed_aborted,fruit_seed_immature,fruit_seed_immature,,1,25.104,
GRBU,1,inflorescence_stalk,prepollination_success,inflorescence_stalk,green_parts,green_parts,required,1,17.6,10
GRBU,40,pedicel,packaging_dispersal,pedicel,green_parts,green_parts,required,1,13.25716667,
GRBU,100,nectar,prepollination_success,nectar,nectar,nectar,,1,NA,
GRBU,13,flower_petals,prepollination_success,petals,petals,petals,required,1,6.503389831,
GRBU,44,seed,propagule,seed,seed,seed,required,1,53.44909091,
GRBU,41,seed_pod,packaging_dispersal,seed_pod,seed_pod,seed_pod,required,1,164.0209677,
GRSP,11,bud_big,prepollination_abort,bud,bud,bud,,1,4.337295082,
GRSP,12,bud_just_opening,prepollination_abort,bud,bud,bud,,1,7.625,
GRSP,10,bud_mid,prepollination_abort,bud,bud,bud,,1,2.075431235,
GRSP,9,bud_small,prepollination_abort,bud,bud,bud,,1,1.149959839,
GRSP,8,bud_tiny,prepollination_abort,bud,bud,bud,,1,0.412441472,
GRSP,3,inflorescence_bud_small,prepollination_abort,bud,bud,bud,,1,4.864347826,10
GRSP,21,finished_flower_stigma,prepollination_success,stigma,fruit_seed_immature,fruit_seed_immature,,1,4.196078431,
GRSP,15,flower_stigma,prepollination_success,stigma,fruit_seed_immature,fruit_seed_immature,,1,4.150955414,
GRSP,27,fruit_just_starting,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,6.233333333,
GRSP,29,fruit_large_immature_01,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,NA,
GRSP,30,fruit_large_immature_02,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,NA,
GRSP,31,fruit_large_immature_03,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,NA,
GRSP,32,fruit_large_immature_04,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,NA,
GRSP,33,fruit_large_immature_05,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,NA,
GRSP,34,fruit_large_immature_06,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,NA,
GRSP,28,fruit_young,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,9.692857143,
GRSP,43,seed_aborted,postpollination_abort,seed_aborted,fruit_seed_immature,fruit_seed_immature,,1,8.913333333,
GRSP,1,inflorescence_stalk,prepollination_success,inflorescence_stalk,green_parts,green_parts,,1,7.319026217,10
GRSP,24,inflorescence_stalk_in_fruit,prepollination_success,inflorescence_stalk,green_parts,green_parts,required,0.713957211,10.25135135,10
GRSP,24,inflorescence_stalk_in_fruit,packaging_dispersal,inflorescence_stalk,green_parts,green_parts,required,0.286042789,10.25135135,10
GRSP,40,pedicel,packaging_dispersal,pedicel,green_parts,green_parts,required,1,5.442375,
GRSP,100,nectar,prepollination_success,nectar,nectar,nectar,,1,NA,
GRSP,13,flower_petals,prepollination_success,petals,petals,petals,required,1,5.290217391,
GRSP,44,seed,propagule,seed,seed,seed,required,1,23.49459459,
GRSP,41,seed_pod,packaging_dispersal,seed_pod,seed_pod,seed_pod,required,1,93.23157895,
HATE,5,inflorescence_bud_big_bracts,prepollination_success,bract,bract,bract,required,1,8.160869565,
HATE,4,inflorescence_bud_mid,prepollination_abort,bud,bud,bud,,1,7.81640625,
HATE,3,inflorescence_bud_small,prepollination_abort,bud,bud,bud,,1,4.115508021,
HATE,2,inflorescence_bud_tiny,prepollination_abort,bud,bud,bud,,1,3.663333333,
HATE,21,finished_flower_stigma,prepollination_success,stigma,fruit_seed_immature,fruit_seed_immature,,1,1.365909091,
HATE,15,flower_stigma,prepollination_success,stigma,flower_stigma,flower_stigma,,1,6.275495499,
HATE,35,fruit_aborted,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,102.6,
HATE,27,fruit_just_starting,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,28.55181818,
HATE,29,fruit_large_immature_01,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,NA,
HATE,28,fruit_young,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,51.41333333,
HATE,43,seed_aborted,postpollination_abort,seed_aborted,fruit_seed_immature,fruit_seed_immature,,1,5.648645161,
HATE,42,seed_immature,postpollination_abort,seed_immature,fruit_seed_immature,fruit_seed_immature,,1,5.092191781,
HATE,100,nectar,prepollination_success,nectar,nectar,nectar,,1,NA,
HATE,13,flower_petals,prepollination_success,petals,petals,petals,required,1,7.891515156,
HATE,6,inflorescence_bud_big_flowers,prepollination_abort,bud,petals,petals,,1,5.633333333,
HATE,44,seed,propagule,seed,seed,seed,required,1,12.67026087,
HATE,41,seed_pod,packaging_dispersal,seed_pod,seed_pod,seed_pod,required,1,369.5862736,
HEPU,11,bud_big,prepollination_abort,bud,bud,bud,,1,3.129411765,
HEPU,9,bud_small,prepollination_abort,bud,bud,bud,,1,2.834375,
HEPU,38,calyx_fruit,prepollination_success,calyx,calyx,calyx,required,0.717469988,3.10589105,
HEPU,38,calyx_fruit,packaging_dispersal,calyx,calyx,calyx,required,0.282530012,3.10589105,
HEPU,20,finished_flower,prepollination_success,finished_flower,calyx,calyx,,1,2.747058824,
HEPU,20.1,finished_flower_aborting,prepollination_success,finished_flower,calyx,calyx,,1,2.747058824,
HEPU,16,flower_calyx,prepollination_success,calyx,calyx,calyx,,1,2.228383614,
HEPU,16.1,flower_calyx_aborting,prepollination_success,calyx,calyx,calyx,,1,2.172881356,
HEPU,37,fruit_mature,propagule,fruit_mature,fruit_mature,fruit_mature,required,1,0.788235294,
HEPU,35,fruit_aborted,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,0.737653846,
HEPU,29,fruit_large_immature_01,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,NA,
HEPU,34.5,fruit_large_immature_aborting,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,0.657798071,
HEPU,28,fruit_young,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,0.462831909,
HEPU,28.5,fruit_young_aborting,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,0.462831909,
HEPU,13,flower_petals,prepollination_success,petals,petals,petals,required,1,2.50608747,
LEES,7,bud_aborted,prepollination_abort,bud,bud,bud,,1,0.784615385,
LEES,11,bud_big,prepollination_abort,bud,bud,bud,,1,1.339254313,
LEES,10,bud_mid,prepollination_abort,bud,bud,bud,,1,1.096875,
LEES,8,bud_tiny,prepollination_abort,bud,bud,bud,,1,0.637078597,
LEES,38,calyx_fruit,prepollination_success,calyx,calyx,calyx,required,0.237338364,0.812280702,
LEES,38,calyx_fruit,packaging_dispersal,calyx,calyx,calyx,required,0.762661636,0.812280702,
LEES,20,finished_flower,packaging_dispersal,finished_flower,calyx,calyx,,1,1.111570248,
LEES,16,flower_calyx,prepollination_success,calyx,calyx,calyx,,1,0.899122807,
LEES,27,fruit_just_starting,postpollination_abort,calyx,calyx,calyx,,1,1.239766082,
LEES,37,fruit_mature,propagule,fruit_mature,fruit_mature,fruit_mature,required,1,3.871202532,
LEES,35,fruit_aborted,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,2.31440678,
LEES,29,fruit_large_immature_01,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,NA,
LEES,28,fruit_young,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,2.179032258,
LEES,13,flower_petals,prepollination_success,petals,petals,petals,required,1,0.582517483,
PELA,11,bud_big,prepollination_abort,bud,bud,bud,,1,16.77058824,
PELA,10,bud_mid,prepollination_abort,bud,bud,bud,,1,12.87083333,
PELA,9,bud_small,prepollination_abort,bud,bud,bud,,1,8.082142857,
PELA,40,pedicel,packaging_dispersal,pedicel,bud,bud,required,1,2.650403587,
PELA,21,finished_flower_stigma,prepollination_success,stigma,fruit_seed_immature,fruit_seed_immature,,1,1.851948052,
PELA,15,flower_stigma,prepollination_success,stigma,fruit_seed_immature,fruit_seed_immature,,1,1.506666667,
PELA,27,fruit_just_starting,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,2.448968254,
PELA,29,fruit_large_immature_01,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,NA,
PELA,30,fruit_large_immature_02,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,NA,
PELA,31,fruit_large_immature_03,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,NA,
PELA,32,fruit_large_immature_04,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,NA,
PELA,33,fruit_large_immature_05,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,NA,
PELA,34,fruit_large_immature_06,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,NA,
PELA,28,fruit_young,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,7.140084034,
PELA,13,flower_petals,prepollination_success,petals,petals,petals,required,1,13.87391304,
PELA,44,seed,propagule,seed,seed,seed,required,1,121.0295455,
PELA,41,seed_pod,packaging_dispersal,seed_pod,seed_pod,seed_pod,required,1,167.1930233,
PEPU,57,cone_aborted,prepollination_abort,cone_aborted,cone,cone,,1,554.525,60
PEPU,56,cone_brown,packaging_dispersal,cone_brown,cone,cone,required,0.853,1807.264706,60
PEPU,56,cone_brown,prepollination_success,cone_brown,cone,cone,required,0.147,1807.264706,60
PEPU,51,cone_green_01,prepollination_abort,cone_green,cone,cone,,1,NA,
PEPU,52,cone_green_02,prepollination_abort,cone_green,cone,cone,,1,NA,
PEPU,53,cone_green_03,prepollination_abort,cone_green,cone,cone,,1,NA,
PEPU,54,cone_green_04,prepollination_abort,cone_green,cone,cone,,1,NA,
PEPU,45,cone_just_starting_01,prepollination_abort,cone_green,cone,cone,,1,NA,
PEPU,46,cone_just_starting_02,prepollination_abort,cone_green,cone,cone,,1,NA,
PEPU,47,cone_young_01,postpollination_abort,cone_green,cone,cone,,1,NA,
PEPU,48,cone_young_02,postpollination_abort,cone_green,cone,cone,,1,NA,
PEPU,49,cone_young_03,postpollination_abort,cone_green,cone,cone,,1,NA,
PEPU,50,cone_young_04,postpollination_abort,cone_green,cone,cone,,1,NA,
PEPU,37,fruit_mature,propagule,fruit_mature,fruit_mature,fruit_mature,required,1,6.496385224,
PEPU,15,flower_stigma,prepollination_success,stigma,fruit_seed_immature,fruit_seed_immature,,1,1.875233645,
PEPU,35,fruit_aborted,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,2.802472477,
PEPU,36,fruit_empty,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,4.058304802,
PEPU,27,fruit_just_starting,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,1.90496063,
PEPU,29,fruit_large_immature_01,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,NA,
PEPU,28,fruit_young,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,3.135,
PEPU,7,bud_aborted,prepollination_abort,bud,petals,petals,,1,4.387592593,
PEPU,11,bud_big,prepollination_abort,bud,petals,petals,,1,7.057988166,
PEPU,8,bud_tiny,prepollination_abort,bud,petals,petals,,1,2.153092784,
PEPU,13,flower_petals,prepollination_success,petals,petals,petals,required,1,5.828985507,
PHPH,23,bract_flower_or_finished_flower,prepollination_success,bract,bract,bract,required,1,2.418181818,
PHPH,16,flower_calyx,prepollination_success,calyx,calyx,calyx,required,1,1.364417178,
PHPH,20,finished_flower,prepollination_success,finished_flower,fruit_seed_immature,fruit_seed_immature,,1,NA,
PHPH,21,finished_flower_stigma,prepollination_success,stigma,fruit_seed_immature,fruit_seed_immature,,1,0.722272727,
PHPH,15,flower_stigma,prepollination_success,stigma,fruit_seed_immature,fruit_seed_immature,,1,0.462222222,
PHPH,35,fruit_aborted,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,1.955967742,
PHPH,27,fruit_just_starting,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,1.316315789,
PHPH,29,fruit_large_immature_01,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,NA,
PHPH,28,fruit_young,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,1.933888889,
PHPH,22,late_finished_flower,prepollination_success,finished_flower,fruit_seed_immature,fruit_seed_immature,,1,NA,
PHPH,43,seed_aborted,postpollination_abort,seed_aborted,fruit_seed_immature,fruit_seed_immature,,1,0.909428571,
PHPH,10,bud_mid,prepollination_abort,bud,petals,petals,,1,5.869565217,
PHPH,9,bud_small,prepollination_abort,bud,petals,petals,,1,5.066666667,
PHPH,17,flower_aborted,prepollination_abort,bud,petals,petals,,1,5.654166667,
PHPH,18,flower_aborted_without_petals,prepollination_abort,bud,petals,petals,,1,3.864210526,
PHPH,13,flower_petals,prepollination_success,petals,petals,petals,required,1,2.905377551,
PHPH,14,flower_petals_small,prepollination_success,petals,petals,petals,,1,2.45,
PHPH,44,seed,propagule,seed,seed,seed,required,1,2.73857868,
PHPH,41,seed_pod,packaging_dispersal,seed_pod,seed_pod,seed_pod,required,1,2.909259259,
PILI,15,flower_stigma,prepollination_success,stigma,fruit_seed_immature,fruit_seed_immature,,1,0.266,
PILI,35,fruit_aborted,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,0.46635514,
PILI,29,fruit_large_immature_01,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,1,NA,
PILI,28,fruit_young,postpollination_abort,fruit_immature,fruit_seed_immature,fruit_seed_immature,,,0.273857143,
PILI,23,bract_flower_or_finished_flower,prepollination_success,bract,green_parts,green_parts,required,0.546917647,8.717948718,22
PILI,23,bract_flower_or_finished_flower,packaging_dispersal,bract,green_parts,green_parts,required,0.453082353,8.717948718,22
PILI,16,flower_calyx,prepollination_success,calyx,green_parts,green_parts,required,1,0.266959184,
PILI,1,inflorescence_stalk,postpollination_abort,inflorescence_stalk,green_parts,green_parts,,1,2.627333333,22
PILI,11,bud_big,prepollination_abort,bud,petals,petals,,1,0.97797619,
PILI,13,flower_petals,prepollination_success,petals,petals,petals,required,1,1.00125,
PILI,4,inflorescence_bud_mid,prepollination_success,inflorescence_stalk,green_parts,green_parts,,1,4.768,22
PILI,44,seed,propagule,seed,seed,seed,required,1,0.709090909,
PILI,41,seed_pod,packaging_dispersal,seed_pod,seed_pod,fruit_seed_immature,required,1,0.451666667,
PUTU,23,bract_flower_or_finished_flower,prepollination_success,bract,bract,bract,required,1,1.344090177,
PUTU,39,bract_fruit,prepollination_success,bract,bract,bract,,1,NA,
PUTU,16,flower_calyx,prepollination_success,calyx,calyx,calyx,required,1,1.214460094,
PUTU,35,fruit_aborted,postpollination_abort,fruit_immature,fruit_seed_immature,seed_pod,,1,1.368722222,
PUTU,29,fruit_large_immature_01,postpollination_abort,fruit_immature,fruit_seed_immature,seed_pod,,1,NA,
PUTU,43,seed_aborted,postpollination_abort,seed_aborted,fruit_seed_immature,seed_pod,,1,0.572837423,
PUTU,11,bud_big,prepollination_abort,bud,petals,petals,,1,6.406666667,
PUTU,21,finished_flower_stigma,prepollination_success,stigma,petals,petals,,1,0.22604,
PUTU,17,flower_aborted,prepollination_abort,bud,petals,petals,,1,2.961538462,
PUTU,13,flower_petals,prepollination_success,petals,petals,petals,required,1,5.92,
PUTU,15,flower_stigma,prepollination_success,stigma,petals,petals,,1,0.22604,
PUTU,44,seed,propagule,seed,seed,seed,required,1,1.646686486,
PUTU,41,seed_pod,packaging_dispersal,seed_pod,seed_pod,seed_pod,required,1,2.378470284,
