species,replicate,individual,site,age,age_exact,date_tagged,mature,use_for_allocation_calculations,use_for_allometric_equations,use_for_fit,alive,reason
PILI,B-02,PILI_B-02,baby,0.1,0.1,27-Jan-14,FALSE,TRUE,TRUE,TRUE,TRUE,
PILI,B-03,PILI_B-03,baby,0.1,0.1,27-Jan-14,FALSE,TRUE,TRUE,TRUE,TRUE,
PILI,B-04,PILI_B-04,baby,0.1,0.1,27-Jan-14,FALSE,TRUE,TRUE,TRUE,TRUE,
PILI,B-05,PILI_B-05,baby,0.1,0.1,27-Jan-14,FALSE,TRUE,TRUE,TRUE,TRUE,
PILI,B-06,PILI_B-06,baby,0.1,0.1,27-Jan-14,FALSE,TRUE,TRUE,TRUE,TRUE,
PUTU,1,PUTU_001,Basin2005,7,7,15-Mar-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PUTU,2,PUTU_002,Basin2005,7,7,1-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PUTU,3,PUTU_003,Basin2005,7,7,3-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PUTU,4,PUTU_004,Basin2005,7,7,3-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PUTU,5,PUTU_005,Basin2005,7,7,3-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PUTU,6,PUTU_006,Basin2005,7,7,3-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PUTU,7,PUTU_007,Basin2005,7,7,3-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PUTU,101,PUTU_101,Waratah2011,1.4,1.4,4-May-12,FALSE,TRUE,TRUE,TRUE,TRUE,
PUTU,102,PUTU_102,Waratah2011,1.4,1.4,4-May-12,FALSE,TRUE,TRUE,TRUE,TRUE,
PUTU,103,PUTU_103,Waratah2011,1.4,1.4,4-May-12,FALSE,TRUE,TRUE,TRUE,TRUE,
PUTU,105,PUTU_105,Waratah2011,1.4,1.4,4-May-12,FALSE,TRUE,TRUE,TRUE,TRUE,
PUTU,106,PUTU_106,Waratah2011,1.4,1.4,4-May-12,FALSE,TRUE,TRUE,TRUE,TRUE,
PUTU,107,PUTU_107,Waratah2011,1.4,1.4,4-May-12,FALSE,TRUE,TRUE,TRUE,TRUE,
PUTU,108,PUTU_108,Waratah2011,1.4,1.4,9-Aug-12,FALSE,TRUE,TRUE,TRUE,TRUE,
PUTU,109,PUTU_109,Waratah2011,1.4,1.4,30-Aug-12,FALSE,TRUE,TRUE,TRUE,TRUE,
PUTU,151,PUTU_151,Waratah2011,2.4,2.4,14-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PUTU,152,PUTU_152,Waratah2011,2.4,2.4,14-Jun-13,TRUE,TRUE,TRUE,TRUE,TRUE,
PUTU,153,PUTU_153,Waratah2011,2.4,2.4,14-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PUTU,154,PUTU_154,Waratah2011,2.4,2.4,14-Jun-13,TRUE,TRUE,TRUE,TRUE,TRUE,
PUTU,155,PUTU_155,Waratah2011,2.4,2.4,14-Jun-13,TRUE,TRUE,TRUE,TRUE,TRUE,
PUTU,156,PUTU_156,Waratah2011,2.4,2.4,14-Jun-13,TRUE,TRUE,TRUE,TRUE,TRUE,
PUTU,157,PUTU_157,Waratah2011,2.4,2.4,18-Jun-13,TRUE,TRUE,TRUE,TRUE,TRUE,
PUTU,201,PUTU_201,Bobbin2010,3,3,10-May-12,NA,FALSE,FALSE,FALSE,TRUE,
PUTU,202,PUTU_202,Bobbin2010,3,3,10-May-12,NA,FALSE,FALSE,FALSE,TRUE,
PUTU,203,PUTU_203,Bobbin2010,3,3,10-May-12,NA,FALSE,FALSE,FALSE,TRUE,
PUTU,204,PUTU_204,Bobbin2010,3,3,10-May-12,NA,FALSE,FALSE,FALSE,TRUE,
PUTU,205,PUTU_205,Bobbin2010,3,3,10-May-12,NA,FALSE,FALSE,FALSE,TRUE,
PUTU,206,PUTU_206,Bobbin2010,3,3,10-May-12,NA,FALSE,FALSE,FALSE,TRUE,
PUTU,207,PUTU_207,Bobbin2010,3,3,10-May-12,NA,FALSE,FALSE,FALSE,TRUE,
PUTU,301,PUTU_301,Wilunga2012,1.4,1.35,18-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PUTU,302,PUTU_302,Wilunga2012,1.4,1.35,18-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PUTU,303,PUTU_303,Wilunga2012,1.4,1.35,18-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PUTU,304,PUTU_304,Wilunga2012,1.4,1.35,18-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PUTU,305,PUTU_305,Wilunga2012,1.4,1.35,18-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PUTU,307,PUTU_307,Wilunga2012,1.4,1.35,18-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PUTU,308,PUTU_308,Wilunga2012,1.4,1.35,27-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PUTU,309,PUTU_309,Wilunga2012,1.4,1.35,27-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PUTU,401,PUTU_401,Basin2007,5,5,26-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
PUTU,402,PUTU_402,Basin2007,5,5,26-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
PUTU,403,PUTU_403,Basin2007,5,5,26-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
PUTU,404,PUTU_404,Basin2007,5,5,26-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
PUTU,405,PUTU_405,Basin2007,5,5,26-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
PUTU,406,PUTU_406,Basin2007,5,5,26-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
PUTU,407,PUTU_407,Basin2007,5,5,27-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
PUTU,801,PUTU_801,Waratah2003,9,9,11-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PUTU,802,PUTU_802,Waratah2003,9,9,11-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PUTU,803,PUTU_803,Waratah2003,9,9,11-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PUTU,804,PUTU_804,Waratah2003,9,9,15-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PUTU,805,PUTU_805,Waratah2003,9,9,15-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PUTU,806,PUTU_806,Waratah2003,9,9,15-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PUTU,807,PUTU_807,Waratah2003,9,9,15-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PUTU,902,PUTU_902,Basin1981,32,32,7-Jun-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PUTU,903,PUTU_903,Basin1981,32,32,7-Jun-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PUTU,904,PUTU_904,Basin1981,32,32,7-Jun-12,TRUE,FALSE,FALSE,FALSE,FALSE,"omit, because almost no leaves on plant"
PUTU,905,PUTU_905,Basin1981,32,32,7-Jun-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PUTU,906,PUTU_906,Basin1981,32,32,7-Jun-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PUTU,907,PUTU_907,Basin1981,32,32,8-Jun-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PUTU,908,PUTU_908,Basin1981,32,32,7-Aug-12,TRUE,TRUE,TRUE,TRUE,TRUE,
PUTU,B-01,PUTU_B-01,baby,0.1,0.1,28-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PUTU,B-02,PUTU_B-02,baby,0.1,0.1,28-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PUTU,B-03,PUTU_B-03,baby,0.1,0.1,28-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PUTU,B-04,PUTU_B-04,baby,0.1,0.1,28-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
PUTU,B-05,PUTU_B-05,baby,0.1,0.1,28-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
BAER,304,BAER_304,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
BAER,305,BAER_305,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
BAER,307,BAER_307,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
BAER,310,BAER_310,Wilunga2012,0.85,0.85,,FALSE,FALSE,FALSE,FALSE,,
BAER,312,BAER_312,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
BAER,313,BAER_313,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
BAER,314,BAER_314,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
BOLE,301,BOLE_301,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,,
BOLE,302,BOLE_302,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,,
BOLE,304,BOLE_304,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,,
BOLE,309,BOLE_309,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,,
BOLE,310,BOLE_310,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,,
BOLE,311,BOLE_311,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,,
BOLE,312,BOLE_312,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,,
BOLE,314,BOLE_314,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,,
BOLE,315,BOLE_315,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,,
COER,302,COER_302,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,FALSE,
COER,303,COER_303,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,FALSE,
COER,304,COER_304,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,FALSE,
COER,305,COER_305,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,FALSE,
COER,306,COER_306,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,FALSE,
COER,307,COER_307,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,FALSE,
COER,308,COER_308,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,FALSE,
COER,309,COER_309,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,FALSE,
COER,325,COER_325,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,FALSE,
COER,326,COER_326,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,FALSE,
COER,328,COER_328,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,FALSE,
EPMI,301,EPMI_301,Wilunga2012,0.85,0.85,,FALSE,FALSE,FALSE,FALSE,,
EPMI,303,EPMI_303,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
EPMI,305,EPMI_305,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
EPMI,306,EPMI_306,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
EPMI,308,EPMI_308,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
EPMI,309,EPMI_309,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
EPMI,315,EPMI_315,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
EPMI,316,EPMI_316,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
GRBU,301,GRBU_301,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,TRUE,
GRBU,302,GRBU_302,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,TRUE,
GRBU,303,GRBU_303,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,TRUE,
GRBU,304,GRBU_304,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,TRUE,
GRBU,309,GRBU_309,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,TRUE,
GRBU,314,GRBU_314,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,TRUE,
GRBU,315,GRBU_315,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,TRUE,
GRBU,316,GRBU_316,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,TRUE,
GRSP,303,GRSP_303,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,,
GRSP,304,GRSP_304,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,,
GRSP,305,GRSP_305,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,,
GRSP,308,GRSP_308,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,,
GRSP,309,GRSP_309,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,,
GRSP,310,GRSP_310,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,,
GRSP,311,GRSP_311,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,,
GRSP,313,GRSP_313,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,,
HATE,301,HATE_301,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,TRUE,
HATE,303,HATE_303,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,TRUE,
HATE,305,HATE_305,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,TRUE,
HATE,309,HATE_309,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,TRUE,
HATE,313,HATE_313,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,TRUE,
HATE,314,HATE_314,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,TRUE,
HATE,315,HATE_315,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,TRUE,
HATE,316,HATE_316,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,TRUE,
xx,301,HEPU_301,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,302,HEPU_302,Wilunga2012,0.85,0.85,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,305,HEPU_305,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,306,HEPU_306,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,307,HEPU_307,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,308,HEPU_308,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,309,HEPU_309,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,310,HEPU_310,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,311,HEPU_311,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,312,HEPU_312,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,303,LEES_303,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,304,LEES_304,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,305,LEES_305,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,306,LEES_306,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,307,LEES_307,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,308,LEES_308,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,309,LEES_309,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,310,LEES_310,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,311,LEES_311,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,312,LEES_312,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,313,LEES_313,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,314,LEES_314,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,315,LEES_315,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,316,LEES_316,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
PELA,304,PELA_304,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
PELA,307,PELA_307,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
PELA,310,PELA_310,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
PELA,311,PELA_311,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
PELA,312,PELA_312,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
PELA,323,PELA_323,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
PELA,324,PELA_324,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
PELA,325,PELA_325,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
PEPU,306,PEPU_306,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
PEPU,308,PEPU_308,Wilunga2012,0.85,0.85,,FALSE,FALSE,FALSE,FALSE,,
PEPU,309,PEPU_309,Wilunga2012,0.85,0.85,,FALSE,FALSE,FALSE,FALSE,,
PEPU,311,PEPU_311,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
PEPU,312,PEPU_312,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
PEPU,313,PEPU_313b,Wilunga2012,1,1,,FALSE,FALSE,FALSE,FALSE,FALSE,
PEPU,314,PEPU_314,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
PEPU,316,PEPU_316,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
xx,301,PHPH_301,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,302,PHPH_302,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,303,PHPH_303,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,304,PHPH_304,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,305,PHPH_305,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,306,PHPH_306,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,307A,PHPH_307A,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,307B,PHPH_307B,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,308A,PHPH_308A,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,308B,PHPH_308B,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,309,PHPH_309,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,310,PHPH_310,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,311A,PHPH_311A,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,311B,PHPH_311B,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,312,PHPH_312,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,313,PHPH_313,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,314,PHPH_314,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,315,PHPH_315,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,316,PHPH_316,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,320,PHPH_320,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
xx,321,PHPH_321,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,NA,wrong species
PILI,301,PILI_301,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,,
PILI,302,PILI_302,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,,
PILI,307,PILI_307,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,,
PILI,308,PILI_308,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,,
PILI,309,PILI_309,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,,
PILI,311,PILI_311,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,,
PILI,314,PILI_314,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,,
PILI,315,PILI_315,Wilunga2012,0.5,0.5,,NA,FALSE,FALSE,FALSE,,
PUTU,306,PUTU_306,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
PUTU,310,PUTU_310,Wilunga2012,0.85,0.85,,FALSE,FALSE,FALSE,FALSE,,
PUTU,311,PUTU_311,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
PUTU,312,PUTU_312,Wilunga2012,0.85,0.85,,FALSE,FALSE,FALSE,FALSE,,
PUTU,313,PUTU_313,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
PUTU,314,PUTU_314,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
PUTU,315,PUTU_315,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
PUTU,316,PUTU_316,Wilunga2012,0.5,0.5,,FALSE,FALSE,FALSE,FALSE,,
